# banked: 2026-07-26T13:23:01Z
# verdict: PENDING
# leg: {  "name": "v1-qm",  "model": "deepseek/deepseek-v4-flash",  "provider": "openrouter",  "workspace": "/home/exedev/shipshape-shakedown/.eval-scratch/methdraw-c-flash-2/sim",  "timeout_s": 1200,  "skills": [    "/home/exedev/shipshape-shakedown/experiments/methods-candidate/skills/shipshape",    "/home/exedev/shipshape-shakedown/experiments/methods-candidate/skills/qm",    "/home/exedev/shipshape-shakedown/experiments/methods-candidate/skills/crew",    "/home/exedev/shipshape-shakedown/experiments/methods-candidate/skills/boatswain"  ]}


=== v1-qm.session.jsonl ===
  turns=127  wall=1114.4s  in=538688  out=89770  cache_read=13539584  cost=$0.3214
  role reads: qm@t0 -> shipshape@t0 -> crew@t28 -> boatswain@t119
  roles loaded: boatswain, crew, qm, shipshape
  ~ repeated tool signature at turns [1, 7, 9, 14, 34, 35, 41, 45, 53, 59, 60, 66, 71, 74, 75, 76, 77, 78, 89, 98, 100, 102, 105, 107, 113, 115, 116, 122, 125] (possible flail)
  per-turn (turn: in/out/cache $cost  tools):
    t0    2206/197        0 $0.0002  read, read
    t68   3036/562   118784 $0.0026  bash
    t69   3622/409   118784 $0.0026  bash
    t70   4076/488   118784 $0.0027  bash
    t71   4615/805   118784 $0.0028  bash
    t72   5535/222   118784 $0.0028  bash
    t73   1451/352   123392 $0.0025  bash
    t74   2329/570   122880 $0.0026  bash
    t75   2917/751   122880 $0.0027  bash
    t76   1411/1228  125184 $0.0027  bash
    t77   5001/1358  122880 $0.0030  bash
    t78   1568/655   127744 $0.0027  bash
    t79   7165/136   122880 $0.0030  bash
    t80   3439/444   126976 $0.0028  bash
    t81   4085/298   126976 $0.0028  bash
    t82   4396/588   126976 $0.0029  bash
    t83   2182/112   129792 $0.0027  bash
    t84   1246/832   131072 $0.0027  bash
    t85   1324/112   131840 $0.0026  bash
    t86   2439/477   131072 $0.0028  bash
    t87   1905/4016  132096 $0.0034  bash
    t88   6958/112   131072 $0.0031  bash
    t89   7150/148   131072 $0.0032  bash
    t90    940/786   137984 $0.0028  bash
    t91   4711/427   135168 $0.0031  bash
    t92    543/390   139776 $0.0027  bash
    t93    781/223   140288 $0.0027  bash
    t94   2151/261   139264 $0.0029  read
    t95   6793/462   135168 $0.0033  bash
    t96   1127/111   141312 $0.0028  bash
    t97    574/1706  142336 $0.0030  bash
    t98   1817/827   142848 $0.0030  bash
    t99   6246/344   139264 $0.0033  bash
    t100    526/130   145408 $0.0028  bash
    t101   3029/1636  143360 $0.0033  bash
    t102   4678/1197  143360 $0.0034  bash
    t103   5888/113   143360 $0.0033  bash
    t104   2143/1269  147456 $0.0032  bash
    t105   1989/1199  148992 $0.0032  bash
    t106   4806/224   147456 $0.0033  bash
    t107   1059/92    151552 $0.0030  bash
    t108   3320/864   149504 $0.0033  bash
    t109   2150/116   151552 $0.0031  bash
    t110   1523/279   152576 $0.0031  bash
    t111   1969/168   152576 $0.0031  bash
    t112   3380/380   151552 $0.0032  bash
    t113   3773/294   151552 $0.0033  bash
    t114   1777/104   153856 $0.0031  bash
    t115    937/117   154880 $0.0030  bash
    t116    366/126   155648 $0.0030  bash
    t117    821/484   155392 $0.0031  bash
    t118   1114/409   155648 $0.0031  bash
    t119   2842/253   155904 $0.0032  read
    t120   7290/278   155648 $0.0037  bash
    t121   4365/218   159744 $0.0034  bash
    t122  15183/245   155648 $0.0044  bash
    t123   7309/143   163840 $0.0038  bash
    t124    379/189   171008 $0.0033  bash
    t125   3747/92    167936 $0.0035  bash
    t126    331/426   171520 $0.0033  -
