# banked: 2026-07-28T23:37:17Z
# verdict: PENDING
# leg: {  "name": "v6-qm",  "model": "xiaomi/mimo-v2.5",  "provider": "openrouter",  "workspace": "/home/exedev/shipshape-shakedown/.eval-scratch/R6-cand-mimo/sim",  "timeout_s": 3600,  "max_tokens": 32768,  "skills": [    "/home/exedev/shipshape-shakedown/experiments/methods-candidate/skills/shipshape",    "/home/exedev/shipshape-shakedown/experiments/methods-candidate/skills/qm",    "/home/exedev/shipshape-shakedown/experiments/methods-candidate/skills/crew",    "/home/exedev/shipshape-shakedown/experiments/methods-candidate/skills/boatswain",    "/home/exedev/yoink/skills/yoink"  ]}


=== v6-qm.session.jsonl ===
  turns=164  wall=1115.0s  in=202433  out=90405  cache_read=19368192  cost=$0.1079
  role reads: shipshape@t0 -> qm@t0 -> shipshape@t1 -> crew@t2 -> boatswain@t2
  roles loaded: boatswain, crew, qm, shipshape
  ~ repeated tool signature at turns [1, 2, 16, 17, 18, 19, 22, 23, 24, 25, 26, 27, 30, 44, 45, 46, 47, 48, 49, 51, 52, 53, 68, 71, 72, 73, 74, 75, 76, 83, 86, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 105, 109, 111, 114, 132, 142, 143, 145, 146, 150] (possible flail)
  per-turn (turn: in/out/cache $cost  tools):
    t0    1864/143      512 $0.0003  read, read
    t74   1074/949   111168 $0.0007  bash
    t75   1138/871   112192 $0.0007  bash
    t76   1157/762   113280 $0.0007  bash
    t77    866/164   114432 $0.0005  bash
    t78    396/1098  115264 $0.0007  bash
    t79   1223/832   115648 $0.0007  bash
    t80    973/1184  116864 $0.0008  bash
    t81   1613/72    117824 $0.0006  bash
    t82    283/229   119424 $0.0004  edit
    t83    302/359   119680 $0.0005  edit
    t84    452/59    119936 $0.0004  bash
    t85    411/921   120384 $0.0007  bash
    t86   1012/950   120768 $0.0007  bash
    t87   1164/485   121728 $0.0006  bash
    t88    550/1258  122880 $0.0008  bash
    t89   1394/731   123392 $0.0007  bash
    t90    985/902   124736 $0.0007  bash
    t91   1042/1163  125696 $0.0008  bash
    t92   1287/1140  126720 $0.0009  bash
    t93   1316/992   128000 $0.0008  bash
    t94   1177/968   129280 $0.0008  bash
    t95   1148/1448  130432 $0.0009  bash
    t96   1645/1060  131520 $0.0009  bash
    t97   1250/940   133120 $0.0008  bash
    t98   1072/794   134336 $0.0007  bash
    t99    940/838   135360 $0.0007  bash
    t100    981/462   136256 $0.0006  bash
    t101    831/504   137216 $0.0006  edit
    t102    612/404   137984 $0.0006  edit
    t103    487/54    138560 $0.0005  bash
    t104    397/875   139008 $0.0007  bash
    t105    915/622   139392 $0.0007  bash
    t106    668/715   140288 $0.0007  edit
    t107    788/476   140928 $0.0006  bash
    t108    525/610   141696 $0.0006  bash
    t109    661/252   142208 $0.0006  bash
    t110    300/1017  142848 $0.0007  edit
    t111   1107/333   143104 $0.0006  edit
    t112    399/80    144192 $0.0005  bash
    t113    955/307   144576 $0.0006  read
    t114    631/71    145472 $0.0005  read
    t115    264/387   146048 $0.0006  edit
    t116    442/77    146304 $0.0005  bash
    t117    776/180   146688 $0.0006  read
    t118    735/1005  147456 $0.0008  edit
    t119   1079/77    148160 $0.0006  bash
    t120    233/87    149184 $0.0005  bash
    t121    901/370   149376 $0.0006  bash
    t122    452/378   150272 $0.0006  bash
    t123    460/63    150720 $0.0005  bash
    t124    153/1035  151168 $0.0007  edit
    t125   1103/58    151296 $0.0006  bash
    t126    915/451   152384 $0.0007  bash
    t127    561/547   153280 $0.0007  bash
    t128    921/94    153792 $0.0006  read
    t129    287/646   154688 $0.0007  bash
    t130    891/1426  154944 $0.0010  bash
    t131   1553/1299  155776 $0.0010  edit
    t132   1362/843   157312 $0.0009  edit
    t133    907/61    158656 $0.0006  bash
    t134    286/1191  159552 $0.0008  bash
    t135   1323/167   159808 $0.0007  bash
    t136    288/297   161088 $0.0006  bash
    t137    418/183   161344 $0.0006  bash
    t138    311/191   161728 $0.0005  bash
    t139    820/577   161984 $0.0007  bash
    t140    714/1088  162752 $0.0009  bash
    t141   1184/657   163456 $0.0008  bash
    t142   1017/103   164608 $0.0006  bash
    t143    414/261   165568 $0.0006  bash
    t144    384/335   165952 $0.0006  bash
    t145    615/239   166272 $0.0006  bash
    t146    377/303   166848 $0.0006  bash
    t147  20482/430   167168 $0.0035  bash
    t148    806/677   187584 $0.0008  bash
    t149   1569/224   188352 $0.0008  bash
    t150    296/119   189888 $0.0006  bash
    t151    186/291   190144 $0.0006  bash
    t152   1334/259   190144 $0.0008  bash
    t153   1164/918   191424 $0.0010  bash
    t154   1010/237   192576 $0.0007  bash
    t155    817/206   193536 $0.0007  bash
    t156   1002/174   194304 $0.0007  bash
    t157    296/115   195264 $0.0006  bash
    t158    416/403   195520 $0.0007  bash
    t159    502/41    195904 $0.0006  bash
    t160    130/77    196352 $0.0006  bash
    t161    225/329   196416 $0.0007  bash
    t162    430/83    196608 $0.0006  bash
    t163    199/496   196992 $0.0007  -
